areaacres,areasqkm,states,huc8,name,globalid,shape_Length,shape_Area,EXTERNAL_PERMIT_NMBR,FACILITY_NAME,LOCATION_ADDRESS,CITY,STATE_CODE,ZIP,FAC_COUNTY_NAME,PERMIT_NAME,FACILITY_TYPE_CODE,FACILITY_TYPE_DESC,PERMIT_TYPE_CODE,PERMIT_STATUS_CODE,PERMIT_TYPE_DESC,PERMIT_STATUS_DESC,SIC_CODES,SIC_DESCRIPTIONS,TOTAL_DESIGN_FLOW_NMBR,NAICS_CODES,FAC_FEDERAL_AGENCY_NAME,CWP_CURRENT_SNC_STATUS,CWP_CURRENT_VIOL,CWA_CURRENT_STATUS,CWP_DATE_LAST_INSPECTION,DATE_LAST_FORMAL_EA,DMR_POUNDS,LIM_POLLUTANT,FAC_INDIAN_SPATIAL_FLG,FAC_DERIVED_TRIBES,PERMIT_EFFECTIVE_DATE,PERMIT_EXPIRATION_DATE,PERMIT_TERMINATION_DATE,PERMIT_COMPONENTS,PERM_FEATURE_NMBR,MAJOR_MINOR_FLAG,STATE_WATER_BODY_NAME,LATITUDE83,LONGITUDE83,SUB_TYPE_DESC,LATLONG_TYPE
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053560,COMMERCIAL DISPOSAL INC.,600 NEW LUDLOW ROAD,SOUTH HADLEY,MA,01075,HAMPSHIRE,"Waste Management of Massachusetts, Inc",POF,Privately Owned Facility,GPC,EFF,General Permit Covered Facility,Effective,4212,"Local Trucking, Without Storage",,,,,No,No Violation Identified,,,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,002,Minor,STONY BROOK,42.2178,-72.5568,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053646,"GRANBY QUARRY, SAND AND GRAVEL PROCESSING FACILITY",240 CHICOPEE STREET,CHICOPEE,MA,01033,HAMPSHIRE,Ondrick Materials,POF,Privately Owned Facility,GPC,EFF,General Permit Covered Facility,Effective,1442,Construction Sand And Gravel,,,,,No,No Violation Identified,,,,,N,,07/26/2021,02/28/2026,,Industrial Stormwater,1SA,Minor,not applicable,42.2392,-72.4863,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053646,"GRANBY QUARRY, SAND AND GRAVEL PROCESSING FACILITY",240 CHICOPEE STREET,CHICOPEE,MA,01033,HAMPSHIRE,Ondrick Materials,POF,Privately Owned Facility,GPC,EFF,General Permit Covered Facility,Effective,1442,Construction Sand And Gravel,,,,,No,No Violation Identified,,,,,N,,07/26/2021,02/28/2026,,Industrial Stormwater,2NA,Minor,not applicable,42.242,-72.4873,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053664,COMMONWEALTH PACKAGING CORP.,1146 SHERIDAN STREET,CHICOPEE,MA,01021-0329,HAMPDEN,Commonwealth Packaging Corp.,COR,Corporation,GPC,TRM,General Permit Covered Facility,Terminated,2653,Corrugated And Solid Fiber Boxes,,,,,No,No Violation Identified,,,,,N,,11/01/2015,06/03/2020,05/05/2021,Industrial Stormwater,001,Minor,Unnamed Waterbody,42.1856,-72.5563,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053664,COMMONWEALTH PACKAGING CORP.,1146 SHERIDAN STREET,CHICOPEE,MA,01021-0329,HAMPDEN,Commonwealth Packaging Corp.,COR,Corporation,GPC,TRM,General Permit Covered Facility,Terminated,2653,Corrugated And Solid Fiber Boxes,,,,,No,No Violation Identified,,,,,N,,11/01/2015,06/03/2020,05/05/2021,Industrial Stormwater,002,Minor,Unnamed Waterbody,42.1856,-72.5563,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053691,PACKAGING CORPORATION OF AMERICA,525 MT. TOM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,Packaging Corporation of America,COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,2653,Corrugated And Solid Fiber Boxes,,,,,No,No Violation Identified,,,,,N,,06/24/2021,02/28/2026,,Industrial Stormwater,001,Minor,Northampton Oxbow Marina,42.2914,-72.6198,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053691,PACKAGING CORPORATION OF AMERICA,525 MT. TOM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,Packaging Corporation of America,COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,2653,Corrugated And Solid Fiber Boxes,,,,,No,No Violation Identified,,,,,N,,06/24/2021,02/28/2026,,Industrial Stormwater,002,Minor,Northampton Oxbow Marina,42.2907,-72.6216,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053692,SOUTH HADLEY LANDFILL,12 INDUSTRIAL DR.,SOUTH HADLEY,MA,01075,HAMPSHIRE,SOUTH HADLEY LANDFILL,CTG,Municipality,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,No Violation Identified,,,,,N,,11/14/2015,06/03/2020,05/31/2021,Industrial Stormwater,001,Minor,Taylor Pond,42.2218,-72.5598,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053692,SOUTH HADLEY LANDFILL,12 INDUSTRIAL DR.,SOUTH HADLEY,MA,01075,HAMPSHIRE,SOUTH HADLEY LANDFILL,CTG,Municipality,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,No Violation Identified,,,,,N,,11/14/2015,06/03/2020,05/31/2021,Industrial Stormwater,002,Minor,Taylor Pond,42.2236,-72.5552,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053692,SOUTH HADLEY LANDFILL,12 INDUSTRIAL DR.,SOUTH HADLEY,MA,01075,HAMPSHIRE,SOUTH HADLEY LANDFILL,CTG,Municipality,GPC,TRM,General Permit Covered Facility,Terminated,,,,,,,No,No Violation Identified,,,,,N,,11/14/2015,06/03/2020,05/31/2021,Industrial Stormwater,003,Minor,Taylor  Pond,42.2294,-72.5554,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053769,THE LANE CONSTRUCTION CORPORATION,216 MOUNT HERMON STATION ROAD,NORTHFIELD,MA,01360,FRANKLIN,THE LANE CONSTRUCTION CORPORATION,COR,Corporation,GPC,TRM,General Permit Covered Facility,Terminated,1442,Construction Sand And Gravel,,,,,No,Terminated Permit,,,,,N,,01/13/2017,06/03/2020,12/12/2018,Industrial Stormwater,001,Minor,Sawyer Ponds,42.692937,-72.486832,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053789,WILLIAM F. SULLIVAN & CO. INC,107 APPLETON STREET,HOLYOKE,MA,01040,HAMPDEN,William F Sullivan Co Inc,COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,5093,Scrap And Waste Materials,,,,,No,No Violation Identified,08/23/2018,,,,N,,06/19/2021,02/28/2026,,Industrial Stormwater,001,Minor,CONNECTICUT RIVER,42.2018,-72.6031,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053836,NORTHAMPTON WASTEWATER TREATMENT FACILITY,33 HOCKANUM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,City of Northampton,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,Industrial Stormwater,001,Minor,Old Mill River,42.31113,-72.62218,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053836,NORTHAMPTON WASTEWATER TREATMENT FACILITY,33 HOCKANUM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,City of Northampton,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,Industrial Stormwater,002,Minor,Old Mill River,42.31161,-72.62212,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053836,NORTHAMPTON WASTEWATER TREATMENT FACILITY,33 HOCKANUM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,City of Northampton,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,Industrial Stormwater,003,Minor,Old Mill River,42.31164,-72.62221,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053836,NORTHAMPTON WASTEWATER TREATMENT FACILITY,33 HOCKANUM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,City of Northampton,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,Industrial Stormwater,004,Minor,Old Mill River,42.31212,-72.6223,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053836,NORTHAMPTON WASTEWATER TREATMENT FACILITY,33 HOCKANUM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,City of Northampton,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,Industrial Stormwater,005,Minor,Old Mill River,42.31361,-72.6228,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053836,NORTHAMPTON WASTEWATER TREATMENT FACILITY,33 HOCKANUM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,City of Northampton,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,Industrial Stormwater,006,Minor,Old Mill River,42.313161,-72.6228,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053836,NORTHAMPTON WASTEWATER TREATMENT FACILITY,33 HOCKANUM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,City of Northampton,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,Industrial Stormwater,007,Minor,Old Mill River,42.31368,-72.62305,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053836,NORTHAMPTON WASTEWATER TREATMENT FACILITY,33 HOCKANUM ROAD,NORTHAMPTON,MA,01060,HAMPSHIRE,City of Northampton,CTG,Municipality,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,Industrial Stormwater,008,Minor,Old Mill River,42.3113,-72.62218,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053856,CENTRAL HEATING PLANT,200 MULLINS WAY,HADLEY,MA,01035,HAMPSHIRE,University of Massachusetts,STF,State Government,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,0,"Acenaphthene;Acenaphthylene;Anthracene;Benzo[a]anthracene;Benzo[a]pyrene;Benzo[b]fluoranthene;Benzo[ghi]perylene;Benzo[k]fluoranthene;Chemical Oxygen Demand [COD];Chrysene;Dibenz[a,h]anthracene;Fluoranthene;Fluorene;Indeno[1,2,3-cd]pyrene;Naphthalene;Phenanthrene;Pyrene;Solids, total suspended;pH",N,,05/09/2021,02/28/2026,,Industrial Stormwater,,Minor,DISCHARGE IS TO TAN BROOK THAT FLOWS INTO MILL RIV,42.390532,-72.537111,,Facility
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053856,CENTRAL HEATING PLANT,200 MULLINS WAY,HADLEY,MA,01035,HAMPSHIRE,University of Massachusetts,STF,State Government,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,05/09/2021,02/28/2026,,Industrial Stormwater,001,Minor,Tan Brook,42.38909,-72.537929,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053856,CENTRAL HEATING PLANT,200 MULLINS WAY,HADLEY,MA,01035,HAMPSHIRE,University of Massachusetts,STF,State Government,GPC,EFF,General Permit Covered Facility,Effective,,,,,,,No,No Violation Identified,,,,,N,,05/09/2021,02/28/2026,,Industrial Stormwater,002,Minor,Discharge is to Tan Brook that flows into Mill Riv,42.39093,-72.536983,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053914,COCA COLA NORTHAMERICA,45 INDUSTRIAL DRIVE,NORTHAMPTON,MA,01060,HAMPSHIRE,COCA-COLA,COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,2087,Flavoring Extracts And Syrups,,,,,No,No Violation Identified,,,,,N,,06/24/2021,02/28/2026,,Industrial Stormwater,002,Minor,CONNECTICUT RIVER,42.3349,-72.6259,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053914,COCA COLA NORTHAMERICA,45 INDUSTRIAL DRIVE,NORTHAMPTON,MA,01060,HAMPSHIRE,COCA-COLA,COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,2087,Flavoring Extracts And Syrups,,,,,No,No Violation Identified,,,,,N,,06/24/2021,02/28/2026,,Industrial Stormwater,004,Minor,CONNECTICUT RIVER,42.33405,-72.628904,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053933,HATFIELD SOUTH LOGISTICS LLC,142 ELM STREET,HATFIELD,MA,01038,HAMPSHIRE,"C&S WHOLESALE GROCERS, INC.",COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,4225,General Warehousing And Storage,,,,,No,No Violation Identified,,,,,N,,06/26/2021,02/28/2026,,Industrial Stormwater,001,Minor,Mill River,42.3644,-72.6309,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR053979,"MEEHAN CONSTRUCTION CO., INC.",40 PERRY HILL ROAD,WESTHAMPTON,MA,01027,PIONEER VALLEY,Meeehan const,COR,Corporation,GPC,EFF,General Permit Covered Facility,Effective,3272 1442,Concrete Products; Construction Sand And Gravel,,,,,No,No Violation Identified,,,,,N,,06/23/2021,02/28/2026,,Industrial Stormwater,DP1,Minor,North Branch Manhan River,42.31733,-72.77003,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR054048,AMHERST WASTEWATER TREATMENT PLANT,1 MULLINS WAY,HADLEY,MA,01035,HAMPSHIRE,AMHERST DPW,MWD,Municipal or Water District,GPC,EFF,General Permit Covered Facility,Effective,,,,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,07/19/2021,02/28/2026,,Industrial Stormwater,001,Minor,MILL RIVER,42.387489,-72.539805,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR054048,AMHERST WASTEWATER TREATMENT PLANT,1 MULLINS WAY,HADLEY,MA,01035,HAMPSHIRE,AMHERST DPW,MWD,Municipal or Water District,GPC,EFF,General Permit Covered Facility,Effective,,,,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,07/19/2021,02/28/2026,,Industrial Stormwater,002,Minor,MILL RIVER,42.387705,-72.539427,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J009,NORTHEAST PAVING NORTHFIELD PLANT,216 MOUNT HERMON STATION ROAD,NORTHFIELD,MA,01360,,Eurovia Atlantic Coast LLC dba Northeast Paving,,,GPC,EFF,General Permit Covered Facility,Effective,1442,Construction Sand And Gravel,,,,,No,No Violation Identified,,,,,N,,06/27/2021,02/28/2026,,,001,Minor,Sawyer Ponds,42.6929,-72.4868,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J00O,"L3 TECHNOLOGIES, INC., A WHOLLY OWNED SUBSIDIARY OF L3HARRIS TECHNOLOGIES, INC",50 PRINCE STREET,NORTHAMPTON,MA,01060,HAMPSHIRE,"L3 Technologies, Inc., a wholly owned subsidiary of L3Harris Technologies, Inc",,,GPC,EFF,General Permit Covered Facility,Effective,3827,Optical Instruments And Lenses,,,,,No,No Violation Identified,,,,,N,,06/04/2021,02/28/2026,,,002,Minor,Mill River Diversion; MA 34-32,42.3107,-72.6451,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J00Q,"LASHWAY LUMBER, INC.",22 MAIN STREET,WILLIAMSBURG,MA,01096,HAMPSHIRE,"Lashway Lumber, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,2411 2421,"Logging; Sawmills And Planing Mills, General",,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,06/26/2021,02/28/2026,,,001,Minor,MILL RIVER,42.38975,-72.725606,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J00Q,"LASHWAY LUMBER, INC.",22 MAIN STREET,WILLIAMSBURG,MA,01096,HAMPSHIRE,"Lashway Lumber, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,2411 2421,"Logging; Sawmills And Planing Mills, General",,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,06/26/2021,02/28/2026,,,002,Minor,MILL RIVER,42.39057,-72.726389,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J00T,EIS WIRE & CABLE CO,775 NEW LUDLOW ROAD,SOUTH HADLEY,MA,01075,HAMPSHIRE,EIS Wire & Cable Co,,,GPC,EFF,General Permit Covered Facility,Effective,3357,Nonferrous Wiredrawing & Insulating,,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,06/26/2021,02/28/2026,,,003,Minor,Unnamed Wetland,42.216,-72.5543,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J00T,EIS WIRE & CABLE CO,775 NEW LUDLOW ROAD,SOUTH HADLEY,MA,01075,HAMPSHIRE,EIS Wire & Cable Co,,,GPC,EFF,General Permit Covered Facility,Effective,3357,Nonferrous Wiredrawing & Insulating,,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,06/26/2021,02/28/2026,,,004,Minor,Unnamed Wetland,42.2163,-72.5525,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J00U,HOOKER ROAD QUARRY,HOOKER ROAD,WESTHAMPTON,MA,01027,,Meehan Properties,,,GPC,EFF,General Permit Covered Facility,Effective,1442,Construction Sand And Gravel,,,,,No,No Violation Identified,,,,,N,,06/25/2021,02/28/2026,,,002,Minor,The quarry does not discharge runoff offsite.,42.31266,-72.748613,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J015,MONTAGUE WATER POLLUTION CONTROL FACILITY,34 GREENFIELD ROAD,MONTAGUE,MA,01351,FRANKLIN,Town of Montague,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,07/26/2021,02/28/2026,,,001,Minor,CONNECTICUT RIVER,42.579368,-72.573398,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J015,MONTAGUE WATER POLLUTION CONTROL FACILITY,34 GREENFIELD ROAD,MONTAGUE,MA,01351,FRANKLIN,Town of Montague,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,07/26/2021,02/28/2026,,,002,Minor,CONNECTICUT RIVER,42.580315,-72.572816,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J015,MONTAGUE WATER POLLUTION CONTROL FACILITY,34 GREENFIELD ROAD,MONTAGUE,MA,01351,FRANKLIN,Town of Montague,,,GPC,EFF,General Permit Covered Facility,Effective,,,,,,Failure to Report DMR - Not Received,Yes,Significant/Category I Noncompliance,,,,,N,,07/26/2021,02/28/2026,,,003,Minor,CONNECTICUT RIVER,42.579865,-72.571195,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J01K,"LASHWAY LOGGING, INC.",67 MAIN STREET,WILLIAMSBURG,MA,01096,,"Lashway Logging, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,2421 2411,"Logging; Sawmills And Planing Mills, General",,,,,Yes,Violation Identified,,,,,N,,06/26/2021,02/28/2026,,,001,Minor,MILL RIVER,42.387997,-72.719265,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J01K,"LASHWAY LOGGING, INC.",67 MAIN STREET,WILLIAMSBURG,MA,01096,,"Lashway Logging, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,2421 2411,"Logging; Sawmills And Planing Mills, General",,,,,Yes,Violation Identified,,,,,N,,06/26/2021,02/28/2026,,,002,Minor,MILL RIVER,42.387692,-72.718235,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J01K,"LASHWAY LOGGING, INC.",67 MAIN STREET,WILLIAMSBURG,MA,01096,,"Lashway Logging, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,2421 2411,"Logging; Sawmills And Planing Mills, General",,,,,Yes,Violation Identified,,,,,N,,06/26/2021,02/28/2026,,,003,Minor,Joe Wright Brook to Mill River,42.38799,-72.71758,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J01K,"LASHWAY LOGGING, INC.",67 MAIN STREET,WILLIAMSBURG,MA,01096,,"Lashway Logging, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,2421 2411,"Logging; Sawmills And Planing Mills, General",,,,,Yes,Violation Identified,,,,,N,,06/26/2021,02/28/2026,,,004,Minor,MILL RIVER,42.387367,-72.717811,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J01K,"LASHWAY LOGGING, INC.",67 MAIN STREET,WILLIAMSBURG,MA,01096,,"Lashway Logging, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,2421 2411,"Logging; Sawmills And Planing Mills, General",,,,,Yes,Violation Identified,,,,,N,,06/26/2021,02/28/2026,,,005,Minor,MILL RIVER,42.386627,-72.717382,EXTERNAL OUTFALL,Permitted Feature
651542.8,2636.7,"MA,NH,VT",01080201,Ashuelot River-Connecticut River,{622E456B-853C-4179-8F00-4DF959735EE0},5.404354473,0.289404551,MAR05J01K,"LASHWAY LOGGING, INC.",67 MAIN STREET,WILLIAMSBURG,MA,01096,,"Lashway Logging, Inc.",,,GPC,EFF,General Permit Covered Facility,Effective,2421 2411,"Logging; Sawmills And Planing Mills, General",,,,,Yes,Violation Identified,,,,,N,,06/26/2021,02/28/2026,,,006,Minor,MILL RIVER,42.385624,-72.717108,EXTERNAL OUTFALL,Permitted Feature
